source_project,Stage,Created Date,Primary Source,Apartment Sub Type,Apartment,Postal Code,City,First Time Buyer,1st Applicant Age,1st Applicant Gender,Industry,Occupation-1st Applicant,1st Appicant Annual Income,Annual Household Income in Lakhs
Atmosphere,5.Booking Confirmed,30/6/2021,Digital Marketing,3BHK Grand,Atmosphere/T1/2702,,,,35,,,SALARIED,,
Atmosphere,5.Booking Confirmed,10/10/2023,Channel Partner,3BHK Grand,Atmosphere/T1/2703,600102,Chennai,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,17/2/2023,Channel Partner,3BHK Grand,Atmosphere/T1/2704,560043,Bangalore,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,4/7/2021,Channel Partner,4BHK,Atmosphere/T1/2705,,,,,,,IBM,,
Atmosphere,5.Booking Confirmed,31/1/2024,Channel Partner,3BHK Grand,Atmosphere/T1/2706,560077,Bangalore,First Home,,Male,Others,Business,,
Atmosphere,5.Booking Confirmed,5/6/2022,Digital Marketing,3BHK Grand,Atmosphere/T1/2707,,,,55,,,,,
Atmosphere,5.Booking Confirmed,10/2/2026,Channel Partner,3BHK Grand,Atmosphere/T1/2708,560045,Bengaluru,First Home,35,Male,Others,SALARIED,,
Atmosphere,5.Booking Confirmed,17/9/2020,Digital Marketing,3BHK LUXE,Atmosphere/T1/2801,,,,,,,SALARIED,,
Atmosphere,5.Booking Confirmed,16/1/2023,Digital Marketing,3BHK Grand,Atmosphere/T1/2802,560066,Bangalore,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,17/5/2024,Digital Marketing,3BHK Grand,Atmosphere/T1/2803,411009,Pune,First Home,,Male,Aviation,Salaried,36-75 lacs,
Atmosphere,5.Booking Confirmed,26/8/2024,Channel Partner,3BHK Grand,Atmosphere/T1/2804,560077,Bangalore,First Home,,Female,Others,Salaried,36-75 Lakhs,
Atmosphere,5.Booking Confirmed,6/6/2020,Purva Privilege,4BHK,Atmosphere/T1/2805,,,,,,,,,
Atmosphere,5.Booking Confirmed,9/1/2021,Channel Partner,3BHK LUXE,Atmosphere/T1/2806,,,,33,,,,,
Atmosphere,5.Booking Confirmed,2/12/2024,Channel Partner,3BHK Grand,Atmosphere/T1/2807,560047,Bengaluru,First Home,64,Female,Others,SALARIED,>75 Lakhs,
Atmosphere,5.Booking Confirmed,21/11/2020,Channel Partner,3BHK Grand,Atmosphere/T1/2901,,,,,,,,,
Atmosphere,5.Booking Confirmed,21/4/2023,Purva Privilege,3BHK Grand,Atmosphere/T1/2902,122018,Haryana,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,14/6/2023,Purva Privilege,3BHK Grand,Atmosphere/T1/2903,560048,Bangalore,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,24/8/2024,Channel Partner,3BHK Grand,Atmosphere/T1/2904,560100,Bangalore,First Home,,Male,Retail,Salaried,>75 Lakhs,
Atmosphere,5.Booking Confirmed,27/9/2020,Channel Partner,4BHK,Atmosphere/T1/2905,560045,Bangalore,,,,,,,
Atmosphere,5.Booking Confirmed,8/11/2020,Direct WalkIn / Site Branding,3BHK Grand,Atmosphere/T1/2906,,,,,,,,,
Atmosphere,5.Booking Confirmed,11/9/2024,Channel Partner,3BHK Grand,Atmosphere/T1/2907,560070,Bangalore,First Home,60,Male,Others,Retired,18 lakhs,
Atmosphere,5.Booking Confirmed,14/7/2025,Channel Partner,3BHK Grand,Atmosphere/T1/2908,560011,Bengaluru,First Home,60,Male,Others,Retired,20L-25L,
Atmosphere,5.Booking Confirmed,3/11/2022,Channel Partner,3BHK Grand,Atmosphere/T1/3002,530026,Bangalore,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,25/6/2024,Channel Partner,3BHK Grand,Atmosphere/T1/3003,560043,Bangalore,First Home,,Male,IT/ITES,Salaried,36-75 Lakhs,
Atmosphere,5.Booking Confirmed,23/8/2024,Digital Marketing,3BHK Grand,Atmosphere/T1/3004,682026,Ernakulam,First Home,30,Female,IT/ITES,Salaried,36 - 75 Lakhs,
Atmosphere,5.Booking Confirmed,16/9/2021,Channel Partner,4BHK,Atmosphere/T1/3005,,,,39,,,SALARIED,,
Atmosphere,5.Booking Confirmed,14/11/2021,Digital Marketing,3BHK Grand,Atmosphere/T1/3007,,,,,,,Asian Thai Foods (P) Ltd,,
Atmosphere,5.Booking Confirmed,6/6/2020,Digital Marketing,3BHK Grand,Atmosphere/T1/3101,,,,,,,Financial Services,,
Atmosphere,5.Booking Confirmed,16/3/2023,Purva Champion,3BHK Grand,Atmosphere/T1/3102,400053,Mumbai,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,29/8/2022,Channel Partner,3BHK Grand,Atmosphere/T1/3103,421501,Thane,,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,13/1/2025,Channel Partner,3BHK Grand,Atmosphere/T1/3104,560103,Bangalore,First Home,51,Male,Education,Salaried,>75 Lakhs,
Atmosphere,5.Booking Confirmed,28/2/2021,Channel Partner,4BHK,Atmosphere/T1/3105,,,,,,,DOCTOR,,
Atmosphere,5.Booking Confirmed,6/6/2020,Channel Partner,3BHK Grand,Atmosphere/T1/3106,,,,,,,SALARIED,,
Atmosphere,5.Booking Confirmed,1/4/2023,Channel Partner,3BHK Grand,Atmosphere/T1/3107,560003,Bangalore,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,15/7/2025,Direct,3BHK Grand,Atmosphere/T1/3108,560077,Bangalore,First Home,30,Male,Others,Business,8L-10L,
Atmosphere,5.Booking Confirmed,3/6/2021,Channel Partner,3BHK Grand,Atmosphere/T1/3201,,,,40,,,SALARIED,,
Atmosphere,5.Booking Confirmed,26/7/2021,Channel Partner,3BHK Grand,Atmosphere/T1/3202,,,,,,,Adobe Systems,,
Atmosphere,5.Booking Confirmed,17/5/2024,Digital Marketing,3BHK Grand,Atmosphere/T1/3203,560064,Bangalore,First Home,,Female,IT/ITES,Salaried,>75 Lakhs,
Atmosphere,5.Booking Confirmed,29/5/2022,Digital Marketing,3BHK Grand,Atmosphere/T1/3204,,,,37,,,SALARIED,,
Atmosphere,5.Booking Confirmed,28/3/2021,Channel Partner,4BHK,Atmosphere/T1/3205,,,,,,,LIVSPACE,,
Atmosphere,5.Booking Confirmed,14/2/2022,Channel Partner,3BHK Grand,Atmosphere/T1/3206,,,,35,,,,,
Atmosphere,5.Booking Confirmed,18/6/2022,Channel Partner,3BHK Grand,Atmosphere/T1/3207,,,,,,,Teacher,,
Atmosphere,5.Booking Confirmed,18/10/2023,Channel Partner,2BHK,Atmosphere/T3/001,43082,ohio,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,4/7/2023,Channel Partner,3BHK Comfort,Atmosphere/T3/002,560076,Bangalore,First Home,,,Others,Retired,,
Atmosphere,5.Booking Confirmed,9/11/2025,Digital Marketing,3BHK Comfort,Atmosphere/T3/003,560049,Bengaluru,First Home,38,Male,IT/ITES,Salaried,50L-60L,
Atmosphere,5.Booking Confirmed,1/12/2023,Direct WalkIn / Site Branding,2BHK,Atmosphere/T3/004,560094,BANGALORE,First Home,,Female,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,26/7/2024,Channel Partner,2BHK,Atmosphere/T3/005,E32GQ,LONDON,First Home,,Male,Financial Services,Salaried,36-75 Lakhs,
Atmosphere,5.Booking Confirmed,21/1/2024,Digital Marketing,2BHK,Atmosphere/T3/008,190014,Srinagar,First Home,,Female,Others,Salaried,,
Atmosphere,5.Booking Confirmed,5/6/2021,Channel Partner,2BHK,Atmosphere/T3/101,,,,26,,,,,
Atmosphere,5.Booking Confirmed,21/7/2022,Digital Marketing,3BHK Comfort,Atmosphere/T3/102,560022,Bangalore,,41 Years,,,,,
Atmosphere,5.Booking Confirmed,29/12/2021,Digital Marketing,3BHK Comfort,Atmosphere/T3/103,,,,29,,,,,
Atmosphere,5.Booking Confirmed,22/5/2023,Digital Marketing,2BHK,Atmosphere/T3/104,250001,Bangalore,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,15/10/2023,Channel Partner,2BHK,Atmosphere/T3/105,560047,Bangalore,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,27/3/2024,Channel Partner,3BHK Comfort,Atmosphere/T3/106,518302,Kurnool,First Home,56,Female,IT/ITES,HOUSEWIFE,,
Atmosphere,5.Booking Confirmed,25/6/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/107,,,,30,,,,,
Atmosphere,5.Booking Confirmed,29/7/2025,Channel Partner,2BHK,Atmosphere/T3/108,,,,,,,,,
Atmosphere,5.Booking Confirmed,3/10/2020,Channel Partner,2BHK,Atmosphere/T3/201,,,,45,,,,,
Atmosphere,5.Booking Confirmed,4/4/2021,Direct WalkIn / Site Branding,3BHK Comfort,Atmosphere/T3/202,,,,29,,,,,
Atmosphere,5.Booking Confirmed,6/6/2020,Purva Privilege,3BHK Comfort,Atmosphere/T3/203,,,,,,,IT,,
Atmosphere,5.Booking Confirmed,18/1/2023,Purva Privilege,2BHK,Atmosphere/T3/204,560103,Bangalore,First Home,39,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,28/5/2023,Purva Privilege,2BHK,Atmosphere/T3/205,560047,Bangalore,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,28/9/2020,Channel Partner,3BHK Grand,Atmosphere/T3/206,,,,38,,,,,
Atmosphere,5.Booking Confirmed,6/6/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/207,,,,30,,,SALARIED,,
Atmosphere,5.Booking Confirmed,30/9/2023,Digital Marketing,2BHK,Atmosphere/T3/208,560043,Bangalore,First Home,35,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,27/6/2020,Channel Partner,2BHK,Atmosphere/T3/301,,,,,,,,,
Atmosphere,5.Booking Confirmed,30/11/2020,Exhibition/Event,3BHK Comfort,Atmosphere/T3/302,,,,,,,,,
Atmosphere,5.Booking Confirmed,9/12/2021,Digital Marketing,3BHK Comfort,Atmosphere/T3/303,,,,27,,,IT,,
Atmosphere,5.Booking Confirmed,13/3/2021,Print Media,2BHK,Atmosphere/T3/304,,,,,,,IT,,
Atmosphere,5.Booking Confirmed,15/4/2025,Channel Partner,2BHK,Atmosphere/T3/305,305901,Rajasthan,First Home,35,Male,Real Estate,Salaried,<18 Lakhs,
Atmosphere,5.Booking Confirmed,16/8/2020,Purva Privilege,3BHK Comfort,Atmosphere/T3/306,,,,,,,,,
Atmosphere,5.Booking Confirmed,6/6/2020,Purva Privilege,3BHK Comfort,Atmosphere/T3/307,,,,,,,BUSINESS,,
Atmosphere,5.Booking Confirmed,9/8/2023,Channel Partner,2BHK,Atmosphere/T3/308,560048,Bangalore,First Home,35,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,12/6/2023,Digital Marketing,2BHK,Atmosphere/T3/501,110019,New Delhi,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,17/10/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/502,,,,33,,,,,
Atmosphere,5.Booking Confirmed,28/6/2022,Channel Partner,3BHK Comfort,Atmosphere/T3/503,,,,39,,,SALARIED,,
Atmosphere,5.Booking Confirmed,4/11/2020,Purva Privilege,2BHK,Atmosphere/T3/504,,,,27,,,SALARIED,,
Atmosphere,5.Booking Confirmed,31/10/2020,Channel Partner,2BHK,Atmosphere/T3/505,,,,,,,DEFENCE,,
Atmosphere,5.Booking Confirmed,24/11/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/506,,,,40,,,,,
Atmosphere,5.Booking Confirmed,24/9/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/507,,,,,,,,,
Atmosphere,5.Booking Confirmed,16/4/2021,Repeat Marketing,2BHK,Atmosphere/T3/508,,,,37,,,,,
Atmosphere,5.Booking Confirmed,30/6/2020,Direct WalkIn / Site Branding,2BHK,Atmosphere/T3/601,,,,,,,,,
Atmosphere,5.Booking Confirmed,11/1/2021,Corporate Activity,3BHK Comfort,Atmosphere/T3/602,,,,47,,,SALARIED,,
Atmosphere,5.Booking Confirmed,6/6/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/603,,,,45,,,SALARIED,,
Atmosphere,5.Booking Confirmed,23/2/2021,Direct WalkIn / Site Branding,2BHK,Atmosphere/T3/604,,,,,,,,,
Atmosphere,5.Booking Confirmed,29/3/2023,Direct WalkIn / Site Branding,2BHK,Atmosphere/T3/605,560048,Bangalore,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,29/1/2021,Digital Marketing,3BHK Grand,Atmosphere/T3/606,,,,38,,,SALARIED,,
Atmosphere,5.Booking Confirmed,6/6/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/607,,,,,,,,,
Atmosphere,5.Booking Confirmed,1/7/2023,Digital Marketing,2BHK,Atmosphere/T3/608,560077,Bangalore,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,10/4/2023,Digital Marketing,2BHK,Atmosphere/T3/701,342008,Jodhpur,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,31/8/2020,Print Media,3BHK Comfort,Atmosphere/T3/702,,,,,,,,,
Atmosphere,5.Booking Confirmed,20/3/2022,Direct WalkIn / Site Branding,3BHK Comfort,Atmosphere/T3/703,,,,,,,Honeywell,,
Atmosphere,5.Booking Confirmed,31/12/2023,Digital Marketing,2BHK,Atmosphere/T3/704,792103,Namsai,First Home,,Female,Others,Salaried,,
Atmosphere,5.Booking Confirmed,4/2/2023,Purva Privilege,2BHK,Atmosphere/T3/705,560045,Bangalore,Not First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,4/4/2021,Digital Marketing,3BHK Comfort,Atmosphere/T3/706,,,,,,,,,
Atmosphere,5.Booking Confirmed,4/4/2023,Channel Partner,3BHK Comfort,Atmosphere/T3/707,560092,Bangalore,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,13/7/2023,Channel Partner,2BHK,Atmosphere/T3/708,560035,Bangalore,First Home,,,Others,Retired,,
Atmosphere,5.Booking Confirmed,31/10/2020,Channel Partner,2BHK,Atmosphere/T3/801,,,,,,,IT,,
Atmosphere,5.Booking Confirmed,8/10/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/803,,,,,,,CSOD,,
Atmosphere,5.Booking Confirmed,7/3/2023,Digital Marketing,2BHK,Atmosphere/T3/805,202393,uttar pradesh,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,6/6/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/807,,,,35,,,SALARIED,,
Atmosphere,5.Booking Confirmed,20/4/2021,Channel Partner,2BHK,Atmosphere/T3/808,,,,51,,,SALARIED,,
Atmosphere,5.Booking Confirmed,6/6/2020,Direct WalkIn / Site Branding,2BHK,Atmosphere/T3/901,,,,,,,,,
Atmosphere,5.Booking Confirmed,13/10/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/902,,,,,,,,,
Atmosphere,5.Booking Confirmed,12/11/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/903,,,,42,,,SALARIED,,
Atmosphere,5.Booking Confirmed,24/12/2020,Channel Partner,2BHK,Atmosphere/T3/904,,,,33,,,,,
Atmosphere,5.Booking Confirmed,28/10/2022,Digital Marketing,2BHK,Atmosphere/T3/905,545075,Jamshedpur,First Home,,,,Salaried,,
Atmosphere,5.Booking Confirmed,6/6/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/906,,,,43,,,SALARIED,,
Atmosphere,5.Booking Confirmed,6/6/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/907,,,,,,,,,
Atmosphere,5.Booking Confirmed,4/9/2021,Digital Marketing,2BHK,Atmosphere/T3/908,,,,44,,,,,
Atmosphere,5.Booking Confirmed,23/8/2020,Purva Privilege,2BHK,Atmosphere/T3/1001,,,,,,,SALARIED,,
Atmosphere,5.Booking Confirmed,4/8/2023,Direct WalkIn / Site Branding,3BHK Comfort,Atmosphere/T3/1002,560093,Bangalore,First Home,33,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,12/9/2021,Digital Marketing,3BHK Comfort,Atmosphere/T3/1003,,,,68,,,,,
Atmosphere,5.Booking Confirmed,13/9/2023,Direct WalkIn / Site Branding,2BHK,Atmosphere/T3/1004,530017,Visakhapatnam,First Home,32,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,5/1/2023,Purva Champion,2BHK,Atmosphere/T3/1005,226017,lucknow,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,21/9/2020,Digital Marketing,3BHK Grand,Atmosphere/T3/1006,,,,,,,,,
Atmosphere,5.Booking Confirmed,3/8/2020,Purva Privilege,3BHK Comfort,Atmosphere/T3/1007,,,,,,,Financial Services,,
Atmosphere,5.Booking Confirmed,21/4/2021,Channel Partner,2BHK,Atmosphere/T3/1008,,,,43,,,SALARIED,,
Atmosphere,5.Booking Confirmed,6/3/2021,Digital Marketing,2BHK,Atmosphere/T3/1101,,,,45,,,,,
Atmosphere,5.Booking Confirmed,30/9/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/1102,,,,,,,,,
Atmosphere,5.Booking Confirmed,11/6/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/1103,,,,,,,,,
Atmosphere,5.Booking Confirmed,16/12/2020,Corporate Activity,2BHK,Atmosphere/T3/1104,,,,,,,Bhuraria Agencies,,
Atmosphere,5.Booking Confirmed,28/9/2022,Purva Privilege,2BHK,Atmosphere/T3/1105,560043,Bangalore,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,26/11/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/1106,,,,41,,,SALARIED,,
Atmosphere,5.Booking Confirmed,6/6/2020,Purva Privilege,3BHK Comfort,Atmosphere/T3/1107,,,,44,,,SALARIED,,
Atmosphere,5.Booking Confirmed,20/2/2021,Purva Privilege,2BHK,Atmosphere/T3/1108,,,,,,,Financial Services,,
Atmosphere,5.Booking Confirmed,2/11/2022,Digital Marketing,2BHK,Atmosphere/T3/1201,531002,Anakapalli.,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,20/9/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/1202,,,,,,,Nabler,,
Atmosphere,5.Booking Confirmed,2/5/2022,Digital Marketing,3BHK Comfort,Atmosphere/T3/1203,,,,,,,,,
Atmosphere,5.Booking Confirmed,17/12/2020,Purva Privilege,2BHK,Atmosphere/T3/1204,,,,54,,,SALARIED,,
Atmosphere,5.Booking Confirmed,17/4/2021,Channel Partner,2BHK,Atmosphere/T3/1205,,,,,,,,,
Atmosphere,5.Booking Confirmed,25/9/2020,Channel Partner,3BHK Grand,Atmosphere/T3/1206,560084,Bangalore,,,,,IT,,
Atmosphere,5.Booking Confirmed,6/6/2020,Print Media,3BHK Comfort,Atmosphere/T3/1207,,,,37,,,SALARIED,,
Atmosphere,5.Booking Confirmed,12/3/2021,Digital Marketing,2BHK,Atmosphere/T3/1208,,,,39,,,SALARIED,,
Atmosphere,5.Booking Confirmed,13/2/2023,Channel Partner,2BHK,Atmosphere/T3/1301,095054,USA,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,13/12/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/1302,,,,31,,,,,
Atmosphere,5.Booking Confirmed,22/12/2021,Digital Marketing,3BHK Comfort,Atmosphere/T3/1303,,,,39 Yaers,,,IT,,
Atmosphere,5.Booking Confirmed,13/2/2021,Digital Marketing,2BHK,Atmosphere/T3/1304,,,,,,,IT,,
Atmosphere,5.Booking Confirmed,22/10/2022,Digital Marketing,2BHK,Atmosphere/T3/1305,700032,Kolkata,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,19/6/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/1306,,,,,,,Home Maker,,
Atmosphere,5.Booking Confirmed,22/7/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/1307,,,,,,,,,
Atmosphere,5.Booking Confirmed,18/3/2023,Digital Marketing,2BHK,Atmosphere/T3/1308,560048,Bangalore,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,15/3/2021,Purva Privilege,2BHK,Atmosphere/T3/1501,,,,,,,,,
Atmosphere,5.Booking Confirmed,19/12/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/1502,,,,39,,,,,
Atmosphere,5.Booking Confirmed,12/9/2021,Direct WalkIn / Site Branding,3BHK Comfort,Atmosphere/T3/1503,,,,37 Years,,,,,
Atmosphere,5.Booking Confirmed,21/11/2020,Purva Privilege,2BHK,Atmosphere/T3/1504,,,,31,,,IN SERVICE,,
Atmosphere,5.Booking Confirmed,19/3/2024,Purva Privilege,2BHK,Atmosphere/T3/1505,583231,Koppal,First Home,,Male,IT/ITES,Business,,
Atmosphere,5.Booking Confirmed,14/11/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/1506,,,,47,,,Professional,,
Atmosphere,5.Booking Confirmed,6/6/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/1507,,,,,,,,,
Atmosphere,5.Booking Confirmed,30/3/2022,Digital Marketing,2BHK,Atmosphere/T3/1508,,,,40,,,SALARIED,,
Atmosphere,5.Booking Confirmed,29/8/2023,Channel Partner,2BHK,Atmosphere/T3/1601,560022,Bangalore,First Home,37,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,28/9/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/1602,,,,35,,,BUSINESS,,
Atmosphere,5.Booking Confirmed,23/10/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/1603,,,,36 Years,,,Financial Services,,
Atmosphere,5.Booking Confirmed,23/1/2021,Purva Champion,2BHK,Atmosphere/T3/1604,,,,,,,R V Dental College,,
Atmosphere,5.Booking Confirmed,5/5/2021,Channel Partner,2BHK,Atmosphere/T3/1605,,,,,,,,,
Atmosphere,5.Booking Confirmed,12/9/2020,Digital Marketing,3BHK Grand,Atmosphere/T3/1606,,,,30 years,,,IT,,
Atmosphere,5.Booking Confirmed,27/10/2023,Investor Sale,3BHK Comfort,Atmosphere/T3/1607,560075,Bangalore,First Home,,,Others,,,
Atmosphere,5.Booking Confirmed,5/4/2021,Channel Partner,2BHK,Atmosphere/T3/1608,,,,,,,IT,,
Atmosphere,5.Booking Confirmed,25/9/2023,Channel Partner,2BHK,Atmosphere/T3/1701,591307,Belgaum,First Home,,,Others,HOUSEWIFE,,
Atmosphere,5.Booking Confirmed,28/9/2020,Channel Partner,3BHK Comfort,Atmosphere/T3/1702,,,,39,,,BUSINESS,,
Atmosphere,5.Booking Confirmed,20/1/2021,Digital Marketing,3BHK Comfort,Atmosphere/T3/1703,,,,,,,,,
Atmosphere,5.Booking Confirmed,20/4/2021,Digital Marketing,2BHK,Atmosphere/T3/1704,,,,,,,,,
Atmosphere,5.Booking Confirmed,24/2/2023,Purva Privilege,2BHK,Atmosphere/T3/1705,303000,Bangalore,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,18/1/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/1706,,,,,,,St. Philomena's Hospital,,
Atmosphere,5.Booking Confirmed,6/6/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/1707,,,,55,,,SALARIED,,
Atmosphere,5.Booking Confirmed,4/12/2023,Direct Walkin,2BHK,Atmosphere/T3/1708,560086,Bangalore,First Home,63,Male,Others,Salaried,,
Atmosphere,5.Booking Confirmed,14/7/2023,Digital Marketing,2BHK,Atmosphere/T3/1801,560067,Bangalore,First Home,31,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,19/1/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/1802,,,,26,,,,,
Atmosphere,5.Booking Confirmed,6/6/2020,Purva Privilege,3BHK Comfort,Atmosphere/T3/1803,,,,,,,SALARIED,,
Atmosphere,5.Booking Confirmed,19/4/2021,Channel Partner,2BHK,Atmosphere/T3/1804,,,,28,,,SALARIED,,
Atmosphere,5.Booking Confirmed,7/3/2023,Exhibition/Event,2BHK,Atmosphere/T3/1805,560078,Bangalore,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,12/12/2020,Channel Partner,3BHK Grand,Atmosphere/T3/1806,,,,38,,,,,
Atmosphere,5.Booking Confirmed,6/6/2020,Hoarding,3BHK Comfort,Atmosphere/T3/1807,,,,,,,,,
Atmosphere,5.Booking Confirmed,4/3/2024,Direct Walkin,2BHK,Atmosphere/T3/1808,160019,Chandigarh,First Home,,Male,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,2/12/2021,Channel Partner,2BHK,Atmosphere/T3/1901,,,,32,,,SALARIED,,
Atmosphere,5.Booking Confirmed,5/5/2021,Digital Marketing,3BHK Comfort,Atmosphere/T3/1902,,,,36,,,SALARIED,,
Atmosphere,5.Booking Confirmed,5/10/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/1903,,,,,,,Autodesk,,
Atmosphere,5.Booking Confirmed,8/12/2021,Channel Partner,2BHK,Atmosphere/T3/1904,,,,40,,,Financial Services,,
Atmosphere,5.Booking Confirmed,17/12/2022,Digital Marketing,2BHK,Atmosphere/T3/1905,560103,Bangalore,First Home,29 Years,,Retail,Salaried,,
Atmosphere,5.Booking Confirmed,1/3/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/1906,,,,40,,,SALARIED,,
Atmosphere,5.Booking Confirmed,9/2/2024,Channel Partner,3BHK Comfort,Atmosphere/T3/1907,560075,Bangalore,First Home,,Male,Others,Business,,
Atmosphere,5.Booking Confirmed,3/12/2023,Channel Partner,2BHK,Atmosphere/T3/1908,560085,BANGALORE,First Home,,Female,Others,HOUSEWIFE,,
Atmosphere,5.Booking Confirmed,6/12/2022,Digital Marketing,2BHK,Atmosphere/T3/2101,560076,Bangalore,First Home,,,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,11/10/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/2103,,,,36,,,IT,,
Atmosphere,5.Booking Confirmed,19/1/2021,Channel Partner,2BHK,Atmosphere/T3/2104,,,,,,,Accenture Pvt Ltd,,
Atmosphere,5.Booking Confirmed,1/2/2023,Digital Marketing,2BHK,Atmosphere/T3/2105,560102,New Delhi,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,4/2/2021,Channel Partner,3BHK Comfort,Atmosphere/T3/2106,,Dubai,,58,,,,,
Atmosphere,5.Booking Confirmed,5/7/2023,Digital Marketing,3BHK Comfort,Atmosphere/T3/2107,560093,Bangalore,First Home,,,Retail,Salaried,,
Atmosphere,5.Booking Confirmed,4/12/2023,Channel Partner,2BHK,Atmosphere/T3/2108,560037,BANGALORE,First Home,,Male,IT/ITES,Salaried,,
Atmosphere,5.Booking Confirmed,30/8/2020,Channel Partner,2BHK,Atmosphere/T3/2201,,,,,,,,,
Atmosphere,5.Booking Confirmed,6/6/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/2202,,,,,,,SALARIED,,
Atmosphere,5.Booking Confirmed,6/6/2020,Digital Marketing,3BHK Comfort,Atmosphere/T3/2203,,,,,,,,,
Atmosphere,5.Booking Confirmed,1/10/2021,Channel Partner,2BHK,Atmosphere/T3/2204,,,,36,,,,,
Atmosphere,5.Booking Confirmed,3/12/2022,Purva Privilege,2BHK,Atmosphere/T3/2205,390009,Gujarat,First Home,,,Others,Salaried,,
Atmosphere,5.Booking Confirmed,7/6/2020,Purva Privilege,3BHK Comfort,Atmosphere/T3/2207,,,,41,,,SALARIED,,
